"PRI","MCARI","NBNDVI","LMMR","Type"
-0.0387637453094597,58.7266226727596,0.879126384315057,-0.11857004792904,"Treated"
-0.0400505247092596,49.927682385236,0.869416374319484,-0.145908283906049,"Treated"
-0.0748063525512684,65.5050447547623,0.879444886718319,-0.152739892798492,"Treated"
-0.169472173609832,57.7168782647567,0.846621364586634,-0.219478379833972,"Treated"
-0.153325750379036,72.5341739250093,0.835969471106855,-0.175692048105062,"Treated"
-0.150458164826959,59.2729212297249,0.813305703800127,-0.22749781173533,"Treated"
-0.13862408087362,47.6157672853408,0.717763273946022,-0.17840525292627,"Treated"
-0.113996558794668,36.0387757543357,0.667876630815245,-0.099212088397253,"Treated"
-0.155532687409407,52.3428777734566,0.742293311642918,-0.190167313368163,"Treated"
-0.170318736752577,61.0495780521704,0.777939211067763,-0.198729221031881,"Treated"
-0.191649956447617,40.2804265092747,0.706718962801164,-0.192740427869611,"Treated"
-0.173059282297902,37.9319605357648,0.712099404143944,-0.168128368523745,"Treated"
-0.155444297497548,57.9639243558563,0.89077395407025,-0.19638455126771,"Treated"
-0.0841482228669994,34.9943000544333,0.875913575611209,-0.168655617398462,"Treated"
-0.21752925026058,64.0494978776176,0.875822124678967,-0.265189547354452,"Treated"
-0.163956046904537,51.197112276042,0.849819127591907,-0.233150419810403,"Treated"
-0.0887792878370484,39.8871801917684,0.80922229996282,-0.124162622465963,"Treated"
-0.163894013849888,62.300924367228,0.852687344867441,-0.188025116895639,"Treated"
-0.205145542623864,61.3318737159386,0.855440720279348,-0.250108656168339,"Treated"
-0.170705080999153,49.5466746499217,0.826399128175601,-0.164062570203186,"Treated"
-0.151899404435582,50.5852119018981,0.782458156915996,-0.137508637117391,"Treated"
-0.166988413885111,67.5568315247472,0.856167888108684,-0.188693310238668,"Treated"
-0.188889409107753,46.0570384435011,0.768846237926653,-0.244020610852925,"Treated"
-0.203769524712994,41.1122498221192,0.730039010260195,-0.197001598766546,"Treated"
-0.11259134629813,56.6459760926057,0.908168306033552,-0.157778205723692,"Treated"
-0.144748243647315,65.3081987448891,0.876478047757391,-0.197929697648744,"Treated"
-0.163667032023662,64.4122639578132,0.8598426657276,-0.158712133874153,"Treated"
-0.122675066454998,39.6814674515331,0.831139656639014,-0.135390226195886,"Treated"
-0.135305123203694,53.2586577975671,0.886565291458317,-0.166498926334433,"Treated"
-0.131661495645392,56.1604634077866,0.864416936653888,-0.179952706452825,"Treated"
-0.0979889131488238,56.051370153932,0.866426734478525,-0.170568972271343,"Treated"
-0.180350576068133,75.9174671827418,0.863891652908705,-0.211193801101345,"Treated"
-0.136620653900155,58.4406462682572,0.803283192871826,-0.142421801676124,"Treated"
-0.228034627793924,64.3312548383548,0.86763004436862,-0.284751509246667,"Treated"
-0.207475505430704,45.400580985129,0.843322714683107,-0.250408687512091,"Treated"
-0.144985752051361,51.401903635443,0.883307816653921,-0.177698172630356,"Treated"
-0.0629251255250524,46.2973233325641,0.865989194133839,-0.137079077157897,"Treated"
-0.193975654863955,67.8165345597268,0.871728617780488,-0.235857184674531,"Treated"
-0.204301943539809,67.445599945144,0.861471100343276,-0.168757678226374,"Treated"
-0.123232451940999,57.1252688797505,0.838166267484307,-0.177570003399599,"Treated"
-0.092706535303552,50.6592574345046,0.799332961597873,-0.158324553165994,"Treated"
-0.156269306238222,53.3691311209186,0.804946179040755,-0.1972397815013,"Treated"
-0.183959182476812,48.8382210294885,0.746641013609717,-0.168855994871511,"Treated"
-0.157310308266596,55.5554973531986,0.839433808857723,-0.189862623375859,"Treated"
-0.14737172526101,48.1619823688753,0.812071798347932,-0.174105938913348,"Treated"
-0.211489450973828,45.0632959127878,0.798883638626564,-0.234508651612178,"Treated"
-0.208845253894443,53.4690816903656,0.821586975790731,-0.228525587286565,"Treated"
-0.138351550454638,36.8651892719707,0.852525049402649,-0.104529454866608,"Treated"
-0.11872139184375,41.0294105106027,0.869352850954974,-0.0929820375659942,"Treated"
-0.182825008202695,50.4389594267109,0.821770895207237,-0.176043860055693,"Treated"
-0.198695225630642,45.5984784142774,0.830354653833938,-0.213973106140903,"Treated"
-0.123977281192021,55.9363959371996,0.856986783863188,-0.174446921067258,"Treated"
-0.148875681848516,75.3749379839264,0.88295303524965,-0.190078138171933,"Treated"
-0.150453844819074,50.769363723737,0.850406934110101,-0.244994155538792,"Treated"
-0.189631622097952,50.9597559790455,0.879153204061597,-0.29482701266013,"Treated"
-0.141462819555291,48.5657308844957,0.891745158888981,-0.173393097492953,"Treated"
-0.0966712287069225,37.8958744672247,0.810588268114151,-0.124657308850091,"Treated"
-0.0735229991640299,43.0879130716521,0.849107034679312,-0.114282820230231,"Treated"
-0.105417799381306,43.6327589712437,0.819250668921305,-0.137994392461799,"Treated"
-0.0464861701741265,42.7013109535514,0.913401257435214,-0.130508030024205,"Treated"
-0.0259314536182049,31.4258511360393,0.905222316423874,-0.146999717749993,"Treated"
-0.0370519302268958,34.2050476335107,0.801275931750805,-0.0975949276512099,"Treated"
-0.0765033797527491,43.2560151943082,0.863637477097447,-0.194158724546982,"Treated"
-0.111006719691843,76.4581350607383,0.91435112589946,-0.272114098057449,"Treated"
-0.106349629493036,73.9924363301604,0.911326818256352,-0.257404822009178,"Treated"
-0.112982836073721,80.0136062140548,0.91469536616792,-0.231477974562824,"Treated"
-0.118077833565354,77.1068341725268,0.910535054711699,-0.232838433521767,"Treated"
-0.0782574718314776,72.5364180812283,0.889972559436618,-0.173673562969828,"Treated"
-0.231579677036214,60.6409115828498,0.827479000255483,-0.313386425692236,"Treated"
-0.207296762564801,47.9076489753397,0.821769806270445,-0.25496788851454,"Treated"
-0.0712342192078339,32.6540524814799,0.911928647490733,-0.164443255464774,"Treated"
-0.0609877470670004,46.6048894976905,0.857058466495674,-0.129754181239246,"Treated"
-0.0587854689333451,68.9857330218977,0.867455459564755,-0.154820664826873,"Treated"
-0.0634777971160639,53.611190606805,0.890864154028581,-0.159371071771084,"Treated"
-0.0691117533565845,26.1500747435377,0.840885476656684,-0.144460405740614,"Treated"
-0.0522998829866567,27.5460329213576,0.848424702412243,-0.133796317400357,"Treated"
-0.124372397695694,71.4500170158137,0.88667453289143,-0.170203662388985,"Treated"
-0.0471116886709497,50.7712567412697,0.863604348553136,-0.161327143038183,"Treated"
-0.0973735566050541,77.99640816204,0.854161913650812,-0.174355260598991,"Treated"
-0.166749968281899,43.6367266235822,0.76272047555278,-0.219434486724112,"Treated"
-0.203358657894424,50.619023881386,0.824808791373255,-0.26289276998805,"Treated"
-0.0992902239966523,60.3092238748428,0.916894083444453,-0.204744090504701,"Treated"
-0.12145180028224,41.281003855364,0.863034544466927,-0.205030915855441,"Treated"
-0.181594600688301,49.924382465849,0.822278006859826,-0.273704839306211,"Treated"
-0.179595430104858,49.6819934096435,0.821537586258996,-0.254757551001755,"Treated"
-0.0654304126963565,40.0043315025008,0.880930961677944,-0.17851831061735,"Treated"
-0.161229609225254,43.3200656540551,0.83067070567502,-0.273966411009746,"Treated"
-0.115119369635555,42.0814429208495,0.789464591966882,-0.201590738650917,"Treated"
-0.13409533564282,42.9719407160274,0.837107453543832,-0.180039663744512,"Treated"
-0.129083524502619,66.7745613937672,0.882010624460289,-0.189273195984665,"Treated"
-0.12715306100964,10.0787547330233,0.489131035932531,-0.040975928867689,"Treated"
-0.154059062793328,44.0507261794242,0.72689831135451,-0.165593455522598,"Treated"
-0.0385247075357852,30.1515091898159,0.866925615810785,-0.184242797097132,"Treated"
-0.0688112019128249,35.7501162760445,0.855966667204536,-0.151433658387072,"Treated"
-0.0783602059943384,42.4392125167127,0.866241526175688,-0.159917221523306,"Treated"
-0.0802684866548514,41.7532816194764,0.862006775219014,-0.191332889816562,"Treated"
-0.130157583785159,46.3036970043948,0.867297255431711,-0.195813483477012,"Treated"
-0.0811472501808815,56.0287377350969,0.874295663625706,-0.137067349952282,"Treated"
-0.0957135308535184,67.4416532654155,0.90580431106765,-0.228624462910247,"Treated"
-0.0927987614172931,34.8675835914548,0.828720550853475,-0.196607657137033,"Treated"
-0.113908252998395,48.0608872784133,0.923474927145468,-0.191027964049957,"Treated"
-0.082414837180553,42.2353245544827,0.888208740462462,-0.148727904995588,"Treated"
-0.122214978940927,63.8018042407463,0.912122774756832,-0.256329282226998,"Treated"
-0.0387205941546492,49.6545001487825,0.870520156406471,-0.185082455705711,"Treated"
-0.12966177792256,65.7709449644414,0.898040997042425,-0.222009870408698,"Treated"
-0.13441675416644,57.6709996695956,0.906311059236747,-0.217188385904656,"Treated"
-0.1385230134831,46.49113764651,0.827791245686294,-0.262703431611705,"Treated"
-0.177557299400437,52.0355004381334,0.802696686611825,-0.259655032715826,"Treated"
-0.0872736431330867,51.9596642648396,0.880745800731544,-0.227100175975604,"Treated"
-0.0883871146819421,74.4457323899596,0.896078962814443,-0.208687461724693,"Treated"
-0.242616513352225,77.6063675664161,0.882864486428628,-0.395266514792857,"Treated"
-0.203900632444825,58.9951564020727,0.833427390353571,-0.31774063408355,"Treated"
-0.08083152644773,46.8595670613586,0.793056293762806,-0.156389896308099,"Treated"
-0.127981159179203,50.1590669490435,0.800816396990228,-0.232690324585908,"Treated"
-0.18471703300704,56.0038169924309,0.811419876413321,-0.283026285862221,"Treated"
-0.165694233551334,48.2337293663322,0.786889759017182,-0.275942863625857,"Treated"
-0.144184402881441,62.1041851727748,0.815144426803314,-0.170272200610389,"Treated"
-0.132447509710427,73.1242486818861,0.846602507554356,-0.197084496981468,"Treated"
-0.210163342010429,43.4782564216642,0.684073010401554,-0.263458834515793,"Treated"
-0.165335810892532,56.6743357366408,0.788742684182229,-0.253588090866855,"Treated"
-0.158557710168806,61.0885224639169,0.757245878686581,-0.210531141970428,"Treated"
-0.128507833733843,53.2595527383713,0.72263881617739,-0.163078424938789,"Treated"
-0.096845868824268,59.5543915501329,0.764033507300025,-0.186927366531682,"Treated"
-0.146597245302203,29.956281752236,0.548106369458196,-0.170634147036697,"Treated"
-0.177085123427737,60.2794743190339,0.76348653932872,-0.285872703772149,"Treated"
-0.135940626360153,61.1971595259772,0.740024862799118,-0.169839300426783,"Treated"
-0.113725549844936,41.764911360028,0.719580708057737,-0.20112315404838,"Treated"
-0.181134723277113,42.2448884879518,0.697855578881659,-0.22842577455673,"Treated"
-0.150115273873517,71.9731681917746,0.903795876669746,-0.202545706907037,"Treated"
-0.12366760863377,48.0480115969194,0.842608741230768,-0.157055764024493,"Treated"
-0.228315385545257,60.9166015413572,0.848448276409701,-0.325425354378062,"Treated"
-0.215348989101722,58.1701363410329,0.833203340401752,-0.293117120718792,"Treated"
-0.106248261639016,63.4303227274718,0.787286270803023,-0.202697414851336,"Treated"
-0.160537867269889,59.4386046954687,0.762020453466919,-0.206710411584414,"Treated"
-0.193099353807883,56.663467376073,0.81331054189637,-0.283862529505807,"Treated"
-0.169213053793324,61.1260711440737,0.856035809431587,-0.282741517156841,"Treated"
-0.142906710013786,55.6230465531974,0.762112140872208,-0.23797065401694,"Treated"
-0.150087612019749,72.8829085167842,0.81653157107628,-0.264368656587864,"Treated"
-0.11284406879174,47.4921974194445,0.769258811927266,-0.165814499387278,"Treated"
-0.157560998548564,46.3326317229967,0.715286235053472,-0.229776571616822,"Treated"
-0.0524318439509717,55.116045753409,0.895628191499061,-0.156842433438958,"Treated"
-0.139419953705238,57.8797089624117,0.872418870952779,-0.195059039212814,"Treated"
-0.197307430650551,67.7379965511656,0.877771237751936,-0.290190300996947,"Treated"
-0.205727481488849,70.3359783393291,0.883455417508573,-0.322717713292626,"Treated"
-0.126916029117035,60.7488530339495,0.828551091634421,-0.204160225276729,"Treated"
-0.119537001507406,67.0750680858584,0.860716432914709,-0.216983474433543,"Treated"
-0.133152247339103,41.4508776333531,0.757372049255827,-0.201543021784834,"Treated"
-0.157091061295005,48.1675444312665,0.772264635094225,-0.220440414316551,"Treated"
-0.156274284341207,81.2186873405927,0.833893438650282,-0.226708306766881,"Treated"
-0.155185406651578,85.5401223822525,0.870026835225822,-0.27741198341168,"Treated"
-0.186392027467682,58.5883340553787,0.872124385555232,-0.294278165642901,"Treated"
-0.176764273993573,49.2050739713312,0.855420295708366,-0.2588979552229,"Treated"
-0.154508362010101,59.8256110409036,0.915038510775367,-0.198388465291205,"Treated"
-0.138603063717065,38.8922246852189,0.836292161222759,-0.157067749264196,"Treated"
-0.173399879761788,53.4163049085438,0.832384740621805,-0.238828231932258,"Treated"
-0.17004467689718,50.6437793001869,0.797342144907991,-0.197652764267993,"Treated"
-0.0837172224836279,76.3281293005361,0.850707000175782,-0.190069037474332,"Treated"
-0.14103394858759,75.6214044137134,0.842893540799152,-0.259080941662847,"Treated"
-0.176885441718016,50.7597905469942,0.833741169105027,-0.246000423094971,"Treated"
-0.199571836110798,55.5719149474961,0.844647594063696,-0.265078904946626,"Treated"
-0.170192321306339,73.0119764236614,0.86280395074742,-0.230200130802384,"Treated"
-0.146840076548041,67.5918525180677,0.831488939165101,-0.24049506388163,"Treated"
-0.136090771585049,42.9130908867501,0.721221332268347,-0.169915993172805,"Treated"
-0.20288375969486,49.3911512454307,0.774693003717436,-0.269506531585304,"Treated"
-0.153432134457652,47.0969850151124,0.876211696250341,-0.212410716907298,"Treated"
-0.100958919663923,59.7650693360296,0.872499957980325,-0.143012334903312,"Treated"
-0.195469056837265,58.7733167176669,0.860361713274821,-0.265577144915665,"Treated"
-0.179629581156615,49.6635869325013,0.808486848944286,-0.229600103197938,"Treated"
-0.143399683707652,73.0227206290879,0.892856037783085,-0.262150766382253,"Treated"
-0.141934957467519,73.0856659655243,0.881740893465827,-0.238672341603271,"Treated"
-0.235320137527907,67.3622076627988,0.865768491085419,-0.35885586372725,"Treated"
-0.154953603678792,47.7793940146731,0.860512224991142,-0.285228101035363,"Treated"
-0.153171144666629,73.5104680271088,0.865032819600997,-0.262689987418966,"Treated"
-0.102623408564846,56.004713648928,0.823548406864609,-0.231187974803746,"Treated"
-0.177957789324961,46.8207194164843,0.804182076343063,-0.285021633084185,"Treated"
-0.227412537703213,55.8141626308046,0.825897018467829,-0.323843255567104,"Treated"
-0.105752020633669,72.9147114619552,0.904323079364275,-0.222439470797822,"Treated"
-0.0629083345913293,54.5820711537094,0.877634903736909,-0.192104693848028,"Treated"
-0.123016384748427,50.6135001198435,0.782916617487157,-0.234085901517824,"Treated"
-0.182219653720453,56.6071130049745,0.795387439526122,-0.298007709843985,"Treated"
-0.108831709490206,67.7654030129546,0.847868337662771,-0.206720902111639,"Treated"
-0.0428828144556414,63.7205908656675,0.820001278552542,-0.170975011538356,"Treated"
-0.0892813017654003,62.6466728329953,0.793891879668534,-0.237461714871881,"Treated"
-0.165140564687764,60.9157303405101,0.810674434513023,-0.286175500976948,"Treated"
-0.0842671997853227,90.9809797282429,0.860693520312141,-0.2144458439679,"Treated"
-0.0824127589131659,48.0283601681326,0.654469558360374,-0.173792608080075,"Treated"
-0.185513592801011,61.6846998798398,0.813118577781969,-0.323954838339197,"Treated"
-0.141510133834057,68.4818535477733,0.809116213249257,-0.291427118568184,"Treated"
-0.0935298883452124,32.277447638999,0.868177091162447,-0.206327883939444,"Treated"
-0.0306621008355596,38.5322143697541,0.87497903929981,-0.17426111830116,"Treated"
-0.201168335792742,57.3207566471886,0.891472650712779,-0.346990798038019,"Treated"
-0.166940482816984,48.8389160944771,0.837900558840289,-0.289190531369842,"Treated"
-0.0811170141138241,42.4926994485307,0.820381563464846,-0.182734181846206,"Treated"
-0.0665251328694357,61.080356925901,0.892672328216163,-0.202392641321487,"Treated"
-0.0755887202856193,59.6962435707716,0.850868904767426,-0.225575310820887,"Treated"
-0.137906511078945,36.5216270213965,0.701278424018465,-0.184939638625987,"Treated"
-0.0886124014519035,41.3548349452745,0.860509721031666,-0.182510222910621,"Treated"
-0.147738748806459,61.2325445885837,0.901845695487125,-0.250219193823442,"Treated"
-0.203801910655757,60.8697732017335,0.861872783265474,-0.302214863190663,"Treated"
-0.211487902194832,51.1692539969505,0.780677457930342,-0.273802995831056,"Treated"
-0.0349669297308432,33.8141624345334,0.840315865520927,-0.210546837121843,"Treated"
-0.0651596853416949,38.7623562106255,0.847145246727333,-0.178033124790449,"Treated"
-0.166625844313996,59.2652717160553,0.846212139462577,-0.300103049066922,"Treated"
-0.151679362816375,47.6546860575766,0.796840916654713,-0.274835420539551,"Treated"
-0.0446575750714113,45.2576565904311,0.868038227420576,-0.227919538455645,"Treated"
-0.049537367652595,52.240964163368,0.879317051150753,-0.207485990597577,"Treated"
-0.205845807559629,53.5852388990723,0.829689343488545,-0.338829209173575,"Treated"
-0.211271556819866,61.897308030681,0.846434058209739,-0.303062774409656,"Treated"
-0.100074009834982,66.1904178685112,0.886666659729722,-0.187200464984138,"Treated"
-0.133852171770033,71.872556415749,0.889739838184681,-0.208859555344961,"Treated"
-0.147041071825271,45.7787036690354,0.785183704841016,-0.269111508155492,"Treated"
-0.171471139172631,38.4389389032721,0.72062356685815,-0.243789683354082,"Treated"
-0.0289306973789733,25.1512185305251,0.834837791449464,-0.164376926192712,"Treated"
-0.0641423452928851,37.0172506241778,0.852673812382874,-0.179403088784932,"Treated"
-0.176396425283365,56.3820606459175,0.850542895205088,-0.300437993356181,"Treated"
-0.158159818566523,49.6781131747681,0.833525390261929,-0.276723292016025,"Treated"
-0.0951751975997731,67.2683031354161,0.810518697848322,-0.21498686381079,"Treated"
-0.0641001379613463,58.7285263380008,0.861741091426034,-0.221874535583103,"Treated"
-0.184399259440586,58.6080661638235,0.842913590396472,-0.304574138229131,"Treated"
-0.0988505388618835,25.7913565160532,0.642803261320256,-0.126894112511355,"Treated"
-0.0578288679965235,51.518416124822,0.848658471954885,-0.190773280392021,"Treated"
-0.160202490526742,57.9432377904906,0.834489087685778,-0.242692022261881,"Treated"
-0.130920325001234,46.5295410311887,0.828477573125927,-0.217979694143405,"Treated"
-0.165051912600114,48.0964208594566,0.822391283772924,-0.264451502019187,"Treated"
-0.0320164280487134,46.991191649021,0.862214243268236,-0.182970048576781,"Treated"
-0.0312016227525564,40.2028405868411,0.86700158967078,-0.254230801847686,"Treated"
-0.168837367595533,58.00666738832,0.844653362581097,-0.345417274520994,"Treated"
-0.168230005443458,61.345595824627,0.847406731921047,-0.307259057771498,"Treated"
-0.0686894963428684,60.0433760585686,0.880754204976525,-0.218008225798557,"Treated"
-0.0647545105369215,36.6894806926475,0.807323537115262,-0.200098714580487,"Treated"
-0.171614188622158,41.8916049070652,0.802735202409459,-0.293471712999852,"Treated"
-0.175415966009036,60.97825388891,0.870523314122989,-0.32017306672089,"Treated"
-0.137960080075187,77.3328527343902,0.858001086135986,-0.211614044526813,"Treated"
-0.146184240741166,44.8132574256767,0.756756799870851,-0.192386870380837,"Treated"
-0.192196855110726,43.9225745813951,0.815118379527074,-0.315808930255585,"Treated"
